"date","store","county","vendor","description","bottle_qty","total"
"2014-11-18 00:00:00",2522,"Dickinson","Jim Beam Brands","Sauza Conmemorativo",3,"63.78"
"2014-11-18 00:00:00",2522,"Dickinson","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-18 00:00:00",2205,"Page","Proximo","Jose Cuervo Especial Reposado Tequila",4,"18.00"
"2014-11-18 00:00:00",2228,"Madison","Proximo","Jose Cuervo Especial Silver",12,"225.00"
"2014-11-18 00:00:00",2228,"Madison","Proximo","1800 Silver Tequila",1,"23.19"
"2014-11-18 00:00:00",2228,"Madison","Jim Beam Brands","Hornitos Gold",2,"47.22"
"2014-11-18 00:00:00",2233,"Dickinson","Luxco-Cleveland","La Prima Tequila/white",12,"118.68"
"2014-11-18 00:00:00",2353,"Howard","Luxco-St Louis","Juarez Tequila Silver",12,"124.56"
"2014-11-18 00:00:00",2353,"Howard","Proximo","Jose Cuervo Especial Reposado Tequila",2,"60.76"
"2014-11-18 00:00:00",2353,"Howard","Jim Beam Brands","Sauza Cien Anos Reposado",2,"30.00"
"2014-11-18 00:00:00",2508,"Linn","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-18 00:00:00",2508,"Linn","Jim Beam Brands","Hornitos Plata",3,"59.04"
"2014-11-18 00:00:00",2508,"Linn","Jim Beam Brands","Sauza Blanco Silver",3,"40.20"
"2014-11-18 00:00:00",2508,"Linn","Diageo Americas","Don Julio Reposado",2,"86.98"
"2014-11-18 00:00:00",2508,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",2508,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",2508,"Linn","Proximo","Jose Cuervo Especial Reposado Square",6,"49.50"
"2014-11-18 00:00:00",2508,"Linn","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-18 00:00:00",2509,"Linn","Bacardi U.S.A. Inc.","Cazadores Reposado",1,"22.50"
"2014-11-18 00:00:00",2509,"Linn","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-18 00:00:00",2509,"Linn","Jim Beam Brands","Sauza Cien Anos Reposado",1,"15.00"
"2014-11-18 00:00:00",2518,"Montgomery","Proximo","Jose Cuervo Cinge",12,"190.44"
"2014-11-18 00:00:00",2518,"Montgomery","E AND J GALLO WINERY","Familia Camarena Silver",6,"90.00"
"2014-11-18 00:00:00",2518,"Montgomery","Diageo Americas","Don Julio Anejo Tequila",2,"97.48"
"2014-11-18 00:00:00",2518,"Montgomery","E AND J GALLO WINERY","Familia Camarena Reposado",6,"90.00"
"2014-11-18 00:00:00",2529,"Linn","Proximo","Jose Cuervo Especial Reposado Flask",2,"16.50"
"2014-11-18 00:00:00",2529,"Linn","Brown-Forman Corporation","El Jimador Reposado Tequila",12,"200.76"
"2014-11-18 00:00:00",2544,"Marshall","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-18 00:00:00",2544,"Marshall","E AND J GALLO WINERY","Familia Camarena Silver",12,"180.00"
"2014-11-18 00:00:00",2544,"Marshall","The Patron Spirits Company","Patron Silver Tequila",3,"38.25"
"2014-11-18 00:00:00",2544,"Marshall","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-18 00:00:00",2544,"Marshall","Jim Beam Brands","Hornitos Plata",12,"236.16"
"2014-11-18 00:00:00",2544,"Marshall","Bacardi U.S.A. Inc.","Cazadores Reposado",6,"135.00"
"2014-11-18 00:00:00",2544,"Marshall","Proximo","Jose Cuervo Especial Reposado Tequila",6,"27.00"
"2014-11-18 00:00:00",2544,"Marshall","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",2544,"Marshall","Proximo","Jose Cuervo Especial Reposado Square",6,"49.50"
"2014-11-18 00:00:00",2544,"Marshall","Proximo","1800 Reposado",6,"139.14"
"2014-11-18 00:00:00",2544,"Marshall","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",12,"123.24"
"2014-11-18 00:00:00",2544,"Marshall","Jim Beam Brands","Hornitos Gold",48,"944.64"
"2014-11-18 00:00:00",2552,"Linn","Luxco-St Louis","El Mayor Blanco",2,"33.00"
"2014-11-18 00:00:00",2552,"Linn","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-18 00:00:00",2552,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",4,"18.00"
"2014-11-18 00:00:00",2552,"Linn","Brown-Forman Corporation","El Jimador Reposado Tequila",3,"50.19"
"2014-11-18 00:00:00",2553,"Union","Sazerac Co. Inc.","Tortilla White Tequila",2,"19.92"
"2014-11-18 00:00:00",2553,"Union","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",2553,"Union","Heaven Hill Distilleries Inc.","Two Fingers Gold Tequila",3,"33.00"
"2014-11-18 00:00:00",2556,"Emmet","E AND J GALLO WINERY","Familia Camarena Silver",1,"15.00"
"2014-11-18 00:00:00",2556,"Emmet","Sazerac Co. Inc.","Tortilla White Tequila",12,"119.52"
"2014-11-18 00:00:00",2556,"Emmet","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-18 00:00:00",2556,"Emmet","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",2556,"Emmet","Brown-Forman Corporation","El Jimador Reposado Tequila",1,"16.73"
"2014-11-18 00:00:00",2565,"Clay","Proximo","1800 Silver Tequila",2,"46.38"
"2014-11-18 00:00:00",2565,"Clay","E AND J GALLO WINERY","Familia Camarena Silver",4,"60.00"
"2014-11-18 00:00:00",2565,"Clay","The Patron Spirits Company","Patron Silver Tequila",3,"38.25"
"2014-11-18 00:00:00",2565,"Clay","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-18 00:00:00",2565,"Clay","Jim Beam Brands","Hornitos Plata",2,"39.36"
"2014-11-18 00:00:00",2565,"Clay","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-18 00:00:00",2565,"Clay","Proximo","Jose Cuervo Especial Reposado Tequila",4,"62.96"
"2014-11-18 00:00:00",2565,"Clay","Jim Beam Brands","Hornitos Gold",2,"39.36"
"2014-11-18 00:00:00",2578,"Floyd","Proximo","1800 Silver Tequila",3,"69.57"
"2014-11-18 00:00:00",2578,"Floyd","Campari(skyy)","Cabo Wabo Reposado",2,"49.48"
"2014-11-18 00:00:00",2578,"Floyd","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",2602,"Hamilton","Luxco-St Louis","Juarez Tequila Silver",4,"39.00"
"2014-11-18 00:00:00",2602,"Hamilton","The Patron Spirits Company","Patron Silver Tequila",4,"84.00"
"2014-11-18 00:00:00",2602,"Hamilton","Proximo","Jose Cuervo Especial Reposado Tequila",3,"56.25"
"2014-11-18 00:00:00",2602,"Hamilton","Proximo","Jose Cuervo Especial Reposado Square",5,"41.25"
"2014-11-18 00:00:00",2604,"Plymouth","Pernod Ricard USA/Austin Nichols","Avion Silver",1,"37.49"
"2014-11-18 00:00:00",2604,"Plymouth","Proximo","Jose Cuervo Especial Silver",3,"56.25"
"2014-11-18 00:00:00",2604,"Plymouth","E AND J GALLO WINERY","Familia Camarena Silver",2,"30.00"
"2014-11-18 00:00:00",2604,"Plymouth","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",2,"20.54"
"2014-11-18 00:00:00",2604,"Plymouth","Jim Beam Brands","Hornitos Plata",3,"59.04"
"2014-11-18 00:00:00",2604,"Plymouth","Phillips Beverage Company","Cabrito Reposado",3,"49.47"
"2014-11-18 00:00:00",2604,"Plymouth","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",2604,"Plymouth","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",2604,"Plymouth","Proximo","1800 Reposado Tequila",2,"46.38"
"2014-11-18 00:00:00",2604,"Plymouth","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"135.00"
"2014-11-18 00:00:00",2604,"Plymouth","Sazerac North America","Montezuma Gold Tequila",120,"1263.60"
"2014-11-18 00:00:00",2604,"Plymouth","Jim Beam Brands","Hornitos Gold",3,"59.04"
"2014-11-18 00:00:00",2606,"Humboldt","Proximo","Jose Cuervo Especial Reposado Tequila",6,"27.00"
"2014-11-18 00:00:00",2606,"Humboldt","Luxco-St Louis","Juarez Tequila Gold",24,"249.12"
"2014-11-18 00:00:00",2606,"Humboldt","The Patron Spirits Company","Patron Reposado Tequila",3,"126.00"
"2014-11-18 00:00:00",2607,"Page","Campari(skyy)","Cabo Wabo Blanco",2,"45.02"
"2014-11-18 00:00:00",2607,"Page","Diageo Americas","Don Julio Blanco Tequila",2,"79.48"
"2014-11-18 00:00:00",2607,"Page","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-18 00:00:00",2607,"Page","Jim Beam Brands","Hornitos Plata",2,"39.36"
"2014-11-18 00:00:00",2607,"Page","The Patron Spirits Company","Patron Reposado Tequila",4,"168.00"
"2014-11-18 00:00:00",2619,"Polk","Proximo","Jose Cuervo Especial Silver",3,"47.22"
"2014-11-18 00:00:00",2619,"Polk","Brown-Forman Corporation","El Jimador Blanco Tequila",12,"200.76"
"2014-11-18 00:00:00",2619,"Polk","Luxco-St Louis","El Mayor Blanco",6,"99.00"
"2014-11-18 00:00:00",2619,"Polk","Pernod Ricard USA/Austin Nichols","Olmeca Altos Plata",6,"103.44"
"2014-11-18 00:00:00",2619,"Polk","Sidney Frank Importing Co.","Casamigos Reposado",2,"83.52"
"2014-11-18 00:00:00",2619,"Polk","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"135.00"
"2014-11-18 00:00:00",2620,"Polk","Proximo","Jose Cuervo Especial Silver",2,"31.48"
"2014-11-18 00:00:00",2620,"Polk","Brown-Forman Corporation","El Jimador Blanco Tequila",3,"50.19"
"2014-11-18 00:00:00",2620,"Polk","Proximo","El Zarco Silver",2,"23.02"
"2014-11-18 00:00:00",2620,"Polk","Luxco-St Louis","Juarez Tequila Silver",4,"39.00"
"2014-11-18 00:00:00",2620,"Polk","Brown-Forman Corporation","El Jimador Anejo Tequila",1,"19.34"
"2014-11-18 00:00:00",2620,"Polk","Luxco-St Louis","Juarez Tequila Gold",1,"9.75"
"2014-11-18 00:00:00",2620,"Polk","Sazerac North America","Montezuma Gold Tequila",4,"42.12"
"2014-11-18 00:00:00",2620,"Polk","Jim Beam Brands","Sauza Cien Anos Reposado",1,"15.00"
"2014-11-18 00:00:00",2629,"Pottawattamie","Pernod Ricard USA/Austin Nichols","Avion Silver",3,"112.47"
"2014-11-18 00:00:00",2629,"Pottawattamie","Luxco-St Louis","El Mayor Blanco",2,"33.00"
"2014-11-18 00:00:00",2629,"Pottawattamie","The Patron Spirits Company","Patron Tequila Silver Mini",1,"30.45"
"2014-11-18 00:00:00",2629,"Pottawattamie","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-18 00:00:00",2629,"Pottawattamie","Trinchero Family Estates","Tres Agaves Blanco",2,"45.52"
"2014-11-18 00:00:00",2629,"Pottawattamie","Pernod Ricard USA/Austin Nichols","Avion Anejo",3,"130.47"
"2014-11-18 00:00:00",2629,"Pottawattamie","Pernod Ricard USA/Austin Nichols","Avion Reposado",6,"238.44"
"2014-11-18 00:00:00",2629,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila Mini",2,"34.50"
"2014-11-18 00:00:00",2629,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Flask",8,"66.00"
"2014-11-18 00:00:00",2629,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",24,"450.00"
"2014-11-18 00:00:00",2629,"Pottawattamie","Luxco-St Louis","Juarez Tequila Gold",6,"121.50"
"2014-11-18 00:00:00",2629,"Pottawattamie","Jim Beam Brands","Sauza Gold",12,"207.96"
"2014-11-18 00:00:00",2629,"Pottawattamie","Trinchero Family Estates","Tres Agaves Reposado",2,"53.02"
"2014-11-18 00:00:00",2641,"Pottawattamie","The Patron Spirits Company","Patron Silver Tequila",6,"126.00"
"2014-11-18 00:00:00",2641,"Pottawattamie","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-18 00:00:00",2641,"Pottawattamie","Bacardi U.S.A. Inc.","Cazadores Reposado",1,"22.50"
"2014-11-18 00:00:00",2641,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",48,"216.00"
"2014-11-18 00:00:00",2644,"Webster","The Patron Spirits Company","Patron Tequila Silver Mini",1,"30.45"
"2014-11-18 00:00:00",2644,"Webster","The Patron Spirits Company","Patron Tequila Silver",12,"486.00"
"2014-11-18 00:00:00",2644,"Webster","Campari(skyy)","Cabo Wabo Reposado",6,"148.44"
"2014-11-18 00:00:00",2644,"Webster","Proximo","Jose Cuervo Especial Reposado Tequila",24,"450.00"
"2014-11-18 00:00:00",2644,"Webster","Luxco-St Louis","Juarez Tequila Gold",24,"249.12"
"2014-11-18 00:00:00",2651,"Bremer","Jim Beam Brands","Sauza Blue Silver",3,"47.25"
"2014-11-18 00:00:00",2651,"Bremer","Proximo","Jose Cuervo Especial Reposado Tequila",2,"9.00"
"2014-11-18 00:00:00",2651,"Bremer","Luxco-St Louis","Juarez Tequila Gold",12,"124.56"
"2014-11-18 00:00:00",2651,"Bremer","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",2,"20.54"
"2014-11-18 00:00:00",2651,"Bremer","Jim Beam Brands","Hornitos Gold",1,"23.61"
"2014-11-18 00:00:00",2657,"Taylor","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-18 00:00:00",2660,"Sioux","The Patron Spirits Company","Patron Tequila Silver",5,"202.50"
"2014-11-18 00:00:00",2660,"Sioux","Brown-Forman Corporation","El Jimador Reposado Tequila",60,"1003.80"
"2014-11-18 00:00:00",2661,"O'Brien","Proximo","1800 Silver Tequila",3,"69.57"
"2014-11-18 00:00:00",2661,"O'Brien","Luxco-St Louis","Juarez Tequila Silver",12,"117.00"
"2014-11-18 00:00:00",2661,"O'Brien","Diageo Americas","Don Julio Reposado",3,"130.47"
"2014-11-18 00:00:00",2661,"O'Brien","Proximo","Jose Cuervo Especial Reposado Flask",4,"33.00"
"2014-11-18 00:00:00",2661,"O'Brien","Proximo","Jose Cuervo Tradicional Reposado Tequila",3,"67.05"
"2014-11-18 00:00:00",2661,"O'Brien","Brown-Forman Corporation","El Jimador Reposado Tequila",12,"200.76"
"2014-11-18 00:00:00",2661,"O'Brien","E AND J GALLO WINERY","Familia Camarena Reposado",3,"45.00"
"2014-11-18 00:00:00",2665,"Dallas","Proximo","Jose Cuervo Cinge",4,"63.48"
"2014-11-18 00:00:00",2665,"Dallas","Proximo","Jose Cuervo Especial Reposado Tequila",6,"27.00"
"2014-11-18 00:00:00",2665,"Dallas","Proximo","Jose Cuervo Especial Reposado Tequila",4,"62.96"
"2014-11-18 00:00:00",2843,"Linn","Jim Beam Brands","Hornitos Gold",1,"19.68"
"2014-11-18 00:00:00",2951,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",2959,"Polk","Proximo","El Zarco Silver",12,"138.12"
"2014-11-18 00:00:00",2959,"Polk","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-18 00:00:00",2962,"Polk","Brown-Forman Corporation","El Jimador Reposado Tequila",3,"50.19"
"2014-11-18 00:00:00",2962,"Polk","Luxco-St Louis","Juarez Tequila Gold",4,"39.00"
"2014-11-18 00:00:00",2962,"Polk","Jim Beam Brands","Sauza Gold",3,"40.20"
"2014-11-18 00:00:00",3056,"Wright","Proximo","1800 Reposado Tequila",4,"92.76"
"2014-11-18 00:00:00",3056,"Wright","Jim Beam Brands","Hornitos Gold",4,"78.72"
"2014-11-18 00:00:00",3390,"Dickinson","Luxco-Cleveland","La Prima Tequila/gold",12,"118.68"
"2014-11-18 00:00:00",3420,"Polk","Brown-Forman Corporation","Herradura Gold Reposado 6pak",18,"636.66"
"2014-11-18 00:00:00",3420,"Polk","Luxco-St Louis","Juarez Tequila Silver",144,"1494.72"
"2014-11-18 00:00:00",3420,"Polk","Luxco-Cleveland","La Prima Tequila/white",12,"118.68"
"2014-11-18 00:00:00",3420,"Polk","Campari(skyy)","Cabo Wabo Reposado",6,"148.44"
"2014-11-18 00:00:00",3420,"Polk","Luxco-St Louis","Juarez Tequila Gold",132,"1370.16"
"2014-11-18 00:00:00",3420,"Polk","Jim Beam Brands","Sauza Gold",12,"207.96"
"2014-11-18 00:00:00",3443,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",1,"4.50"
"2014-11-18 00:00:00",3443,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Flask",1,"8.25"
"2014-11-18 00:00:00",3443,"Pottawattamie","Jim Beam Brands","Hornitos Gold",12,"236.16"
"2014-11-18 00:00:00",3514,"Webster","Proximo","Jose Cuervo Especial Reposado Tequila",2,"31.48"
"2014-11-18 00:00:00",3514,"Webster","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",3514,"Webster","Jim Beam Brands","Hornitos Gold",3,"70.83"
"2014-11-18 00:00:00",3529,"Cherokee","Proximo","1800 Silver Tequila",1,"23.19"
"2014-11-18 00:00:00",3529,"Cherokee","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-18 00:00:00",3529,"Cherokee","Wilson Daniels Ltd.","Corralejo Reposado Tequila",2,"45.00"
"2014-11-18 00:00:00",3542,"Mitchell","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-18 00:00:00",3576,"O'Brien","Proximo","Jose Cuervo Cinge",1,"15.87"
"2014-11-18 00:00:00",3621,"O'Brien","Diageo Americas","Don Julio Blanco Tequila",1,"39.74"
"2014-11-18 00:00:00",3622,"Dickinson","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",3625,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3626,"Clay","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3626,"Clay","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-18 00:00:00",3629,"Pottawattamie","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-11-18 00:00:00",3629,"Pottawattamie","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-11-18 00:00:00",3645,"Polk","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-18 00:00:00",3666,"Linn","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3691,"Polk","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-18 00:00:00",3691,"Polk","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3700,"Pottawattamie","Bacardi U.S.A. Inc.","Cazadores Reposado",1,"22.50"
"2014-11-18 00:00:00",3700,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Flask",2,"16.50"
"2014-11-18 00:00:00",3700,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",3704,"Palo Alto","Proximo","Jose Cuervo Especial Reposado Tequila",3,"56.25"
"2014-11-18 00:00:00",3704,"Palo Alto","Jim Beam Brands","Sauza Conmemorativo",1,"21.26"
"2014-11-18 00:00:00",3705,"Lyon","The Patron Spirits Company","Patron Tequila Silver",4,"162.00"
"2014-11-18 00:00:00",3705,"Lyon","Proximo","Jose Cuervo Especial Reposado Flask",2,"16.50"
"2014-11-18 00:00:00",3719,"Marshall","Proximo","1800 Reposado Tequila",12,"278.28"
"2014-11-18 00:00:00",3728,"Pottawattamie","The Patron Spirits Company","Patron Tequila Silver",6,"243.00"
"2014-11-18 00:00:00",3728,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",1,"4.50"
"2014-11-18 00:00:00",3728,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",3728,"Pottawattamie","Proximo","1800 Reposado Tequila",1,"23.19"
"2014-11-18 00:00:00",3728,"Pottawattamie","Wilson Daniels Ltd.","Corralejo Reposado Tequila",1,"22.50"
"2014-11-18 00:00:00",3728,"Pottawattamie","Brown-Forman Corporation","El Jimador Reposado Tequila",1,"16.73"
"2014-11-18 00:00:00",3742,"Plymouth","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",3761,"Taylor","Brown-Forman Corporation","Herradura Anejo",1,"42.08"
"2014-11-18 00:00:00",3761,"Taylor","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3761,"Taylor","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",3763,"Sioux","Proximo","Jose Cuervo Especial Reposado Flask",6,"49.50"
"2014-11-18 00:00:00",3766,"Chickasaw","Proximo","1800 Coconut",1,"23.19"
"2014-11-18 00:00:00",3783,"Pocahontas","Sazerac Co. Inc.","Tortilla White Tequila",3,"29.88"
"2014-11-18 00:00:00",3783,"Pocahontas","The Patron Spirits Company","Patron Reposado Tequila",2,"84.00"
"2014-11-18 00:00:00",3808,"Black Hawk","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-18 00:00:00",3808,"Black Hawk","Proximo","Jose Cuervo Especial Reposado Tequila",3,"47.22"
"2014-11-18 00:00:00",3822,"Johnson","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-18 00:00:00",3830,"Union","Luxco-St Louis","Juarez Tequila Gold",12,"117.00"
"2014-11-18 00:00:00",3881,"Marshall","Proximo","Jose Cuervo Especial Reposado Square",12,"99.00"
"2014-11-18 00:00:00",3881,"Marshall","Wilson Daniels Ltd.","Corralejo Reposado Tequila",6,"135.00"
"2014-11-18 00:00:00",3881,"Marshall","Pernod Ricard USA/Austin Nichols","Olmeca Altos Reposado",12,"206.88"
"2014-11-18 00:00:00",3881,"Marshall","Jim Beam Brands","Sauza Cien Anos Reposado",12,"180.00"
"2014-11-18 00:00:00",3912,"Linn","The Patron Spirits Company","Patron Silver Tequila",1,"12.75"
"2014-11-18 00:00:00",3912,"Linn","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-18 00:00:00",3942,"Tama","Sazerac Co. Inc.","Tortilla White Tequila",2,"37.92"
"2014-11-18 00:00:00",3942,"Tama","Campari(skyy)","Cabo Wabo Reposado",2,"49.48"
"2014-11-18 00:00:00",3942,"Tama","Proximo","Jose Cuervo Especial Reposado Tequila Mini",1,"17.25"
"2014-11-18 00:00:00",3942,"Tama","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",3942,"Tama","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",3,"30.81"
"2014-11-18 00:00:00",3963,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",4,"18.00"
"2014-11-18 00:00:00",3963,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",1,"15.74"
"2014-11-18 00:00:00",3963,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Tequila",2,"37.50"
"2014-11-18 00:00:00",3963,"Pottawattamie","Proximo","Jose Cuervo Especial Reposado Square",4,"33.00"
"2014-11-18 00:00:00",3969,"Adair","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-18 00:00:00",3969,"Adair","The Patron Spirits Company","Patron Tequila Silver",1,"40.50"
"2014-11-18 00:00:00",3969,"Adair","Sazerac North America","Montezuma Gold Tequila",12,"126.36"
"2014-11-18 00:00:00",3969,"Adair","The Patron Spirits Company","Patron Reposado Tequila",3,"126.00"
"2014-11-18 00:00:00",3981,"Sioux","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",3981,"Sioux","Jim Beam Brands","Sauza Gold",12,"160.80"
"2014-11-18 00:00:00",4015,"Story","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",4025,"Benton","Proximo","El Zarco Silver",2,"23.02"
"2014-11-18 00:00:00",4025,"Benton","Luxco-St Louis","Juarez Tequila Silver",2,"20.76"
"2014-11-18 00:00:00",4025,"Benton","Monsieur Henri Wines Ltd.","Margaritaville Silver Tequila",2,"20.54"
"2014-11-18 00:00:00",4025,"Benton","Sazerac North America","Montezuma White Tequila",2,"21.06"
"2014-11-18 00:00:00",4025,"Benton","Monsieur Henri Wines Ltd.","Margaritaville Gold Tequila",1,"10.27"
"2014-11-18 00:00:00",4042,"Mills","Proximo","Jose Cuervo Especial Silver",6,"182.28"
"2014-11-18 00:00:00",4042,"Mills","Proximo","Jose Cuervo Especial Reposado Tequila",6,"182.28"
"2014-11-18 00:00:00",4081,"Story","Proximo","Jose Cuervo Tradicional Reposado Tequila",12,"268.20"
"2014-11-18 00:00:00",4083,"Polk","Sazerac Co. Inc.","Tortilla White Tequila",6,"113.76"
"2014-11-18 00:00:00",4117,"Dickinson","Sazerac North America","Monte Alban Mezcal",1,"19.89"
"2014-11-18 00:00:00",4117,"Dickinson","Heaven Hill Distilleries Inc.","Two Fingers Gold Tequila",2,"22.00"
"2014-11-18 00:00:00",4133,"Hamilton","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",4133,"Hamilton","Proximo","Jose Cuervo Especial Reposado Tequila",12,"225.00"
"2014-11-18 00:00:00",4137,"Dallas","Proximo","1800 Silver Tequila",3,"69.57"
"2014-11-18 00:00:00",4137,"Dallas","Luxco-St Louis","El Mayor Anejo Tequila",3,"72.00"
"2014-11-18 00:00:00",4146,"Bremer","Proximo","Jose Cuervo Especial Reposado Tequila",2,"9.00"
"2014-11-18 00:00:00",4177,"Marshall","Sazerac Co. Inc.","Tortilla White Tequila",2,"18.60"
"2014-11-18 00:00:00",4177,"Marshall","Proximo","Jose Cuervo Especial Reposado Tequila",1,"15.74"
"2014-11-18 00:00:00",4195,"Tama","Proximo","Jose Cuervo Especial Reposado Tequila",5,"78.70"
"2014-11-18 00:00:00",4205,"Marshall","E AND J GALLO WINERY","Familia Camarena Reposado",3,"45.00"
"2014-11-18 00:00:00",4231,"Plymouth","Brown-Forman Corporation","El Jimador Blanco Tequila",2,"33.46"
"2014-11-18 00:00:00",4235,"Hamilton","Proximo","Jose Cuervo Especial Silver",12,"188.88"
"2014-11-18 00:00:00",4236,"Wright","Brown-Forman Corporation","El Jimador Reposado Tequila",4,"66.92"
"2014-11-18 00:00:00",4247,"Wright","Proximo","Jose Cuervo Especial Reposado Tequila",12,"188.88"
"2014-11-18 00:00:00",4253,"Madison","Proximo","Jose Cuervo Cinge",3,"47.61"
"2014-11-18 00:00:00",4253,"Madison","The Patron Spirits Company","Patron Tequila Silver",3,"121.50"
"2014-11-18 00:00:00",4253,"Madison","Proximo","Jose Cuervo Especial Reposado Tequila",3,"91.14"
"2014-11-18 00:00:00",4253,"Madison","Brown-Forman Corporation","El Jimador Reposado Tequila",3,"50.19"
"2014-11-18 00:00:00",4253,"Madison","The Patron Spirits Company","Patron Anejo",3,"139.50"
"2014-11-18 00:00:00",4255,"Sioux","The Patron Spirits Company","Patron Silver Tequila",1,"21.00"
"2014-11-18 00:00:00",4255,"Sioux","The Patron Spirits Company","Patron Tequila Silver",2,"81.00"
"2014-11-18 00:00:00",4255,"Sioux","Proximo","1800 Reposado Tequila",3,"69.57"
